Address,City,State,Zip,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,City,State,County,Zip,Country,Source
"1205 BONHAM ST","COUNCIL BLUFFS",IA,51503,41.256675,-95.820453,1,range_interpolation,1205,"Bonham St","Council Bluffs",IA,"Pottawattamie County",51503,US,"TIGER/Line® dataset from the US Census Bureau"
"2011 S 10TH ST","COUNCIL BLUFFS",IA,51503,41.242322,-95.858941,0.9,rooftop,2011,"S 10th St","Council Bluffs",IA,"Pottawattamie County",51501,US,Pottawattamie
"2218 3RD AVE","COUNCIL BLUFFS",IA,51501,41.259072,-95.877093,1,rooftop,2218,"3rd Ave","Council Bluffs",IA,"Pottawattamie County",51501,US,Pottawattamie
"2501 W BROADWAY","COUNCIL BLUFFS",IA,51501,41.261557,-95.881982,1,rooftop,2501,"W Broadway","Council Bluffs",IA,"Pottawattamie County",51501,US,Pottawattamie
"3326 6TH AVE","COUNCIL BLUFFS",IA,51501,41.256485,-95.898509,1,rooftop,3326,"6th Ave","Council Bluffs",IA,"Pottawattamie County",51501,US,Pottawattamie
"2011 S 10TH ST","COUNCIL BLUFFS",IA,51501,41.242322,-95.858941,1,rooftop,2011,"S 10th St","Council Bluffs",IA,"Pottawattamie County",51501,US,Pottawattamie
"2700 COLLEGE RD","COUNCIL BLUFFS",IA,51503,41.277339,-95.794229,1,rooftop,2700,"College Rd","Council Bluffs",IA,"Pottawattamie County",51503,US,Pottawattamie
"224 WALLACE AVE","COUNCIL BLUFFS",IA,51501,41.207026,-95.83891,1,rooftop,224,"Wallace Ave","Council Bluffs",IA,"Pottawattamie County",51501,US,Pottawattamie
"2700 COLLEGE RD","COUNCIL BLUFFS",IA,51503,41.277339,-95.794229,1,rooftop,2700,"College Rd","Council Bluffs",IA,"Pottawattamie County",51503,US,Pottawattamie
"401 E WELCH ST",CRESCET,IA,51526,41.36467,-95.85461,1,rooftop,401,"E Welch St",Crescent,IA,"Pottawattamie County",51526,US,Pottawattamie
"400 CLOVERDALE DR","COUNCIL BLUFFS",IA,51503,41.256782,-95.800767,1,rooftop,400,"Cloverdale Dr","Council Bluffs",IA,"Pottawattamie County",51503,US,Pottawattamie
"18997 HWY 59",OAKLAND,IA,51560,41.290218,-95.403297,1,range_interpolation,18997,"Us Hwy 59",Oakland,IA,"Pottawattamie County",51560,US,"TIGER/Line® dataset from the US Census Bureau"
"768 S MAPLE ST",AVOCA,IA,51521,41.470777,-95.341037,1,rooftop,768,"S Maple St",Avoca,IA,"Pottawattamie County",51521,US,Pottawattamie
"2700 COLLEGE RD","COUNCIL BLUFFS",IA,51503,41.277339,-95.794229,1,rooftop,2700,"College Rd","Council Bluffs",IA,"Pottawattamie County",51503,US,Pottawattamie
"3820 HARRY LANGDON BLVD","COUNCIL BLUFFS",IA,51503,41.221864,-95.819659,1,rooftop,3820,"Harry Langdon Blvd","Council Bluffs",IA,"Pottawattamie County",51503,US,Pottawattamie
"404 POTTER ST",MACEDONIA,IA,51549,41.193392,-95.425361,1,rooftop,404,"Potter St",Macedonia,IA,"Pottawattamie County",51549,US,Pottawattamie
"601 3RD ST",UNDERWOOD,IA,51576,41.387052,-95.682295,1,rooftop,601,"3rd St",Underwood,IA,"Pottawattamie County",51576,US,Pottawattamie
"205 MAIN ST",MINDEN,IA,51553,41.466178,-95.543546,1,rooftop,205,"Main St",Minden,IA,"Pottawattamie County",51553,US,Pottawattamie
"33980 310TH ST",NEOLA,IA,51559,41.504303,-95.594264,1,rooftop,33980,"310th St",Neola,IA,"Pottawattamie County",51559,US,Pottawattamie
"18997 HWY 59",OAKLAND,IA,51560,41.290218,-95.403297,1,range_interpolation,18997,"Us Hwy 59",Oakland,IA,"Pottawattamie County",51560,US,"TIGER/Line® dataset from the US Census Bureau"
"2 ELEMENTARY DR",TREYNOR,IA,51575,41.231484,-95.602302,1,rooftop,2,"Elementary Dr",Treynor,IA,"Pottawattamie County",51575,US,Pottawattamie
"601 3RD ST",UNDERWOOD,IA,51576,41.387052,-95.682295,1,rooftop,601,"3rd St",Underwood,IA,"Pottawattamie County",51576,US,Pottawattamie
"415 ANTIQUE CITY DR.",WALNUT,IA,51577,41.479669,-95.222013,1,rooftop,415,"Antique City Dr",Walnut,IA,"Pottawattamie County",51577,US,Pottawattamie
"1201 10TH AVENUE",GRINNELL,IA,50112,41.752095,-92.715933,0.6,street_center,,"10th Ave",Grinnell,IA,"Poweshiek County",50112,US,"TIGER/Line® dataset from the US Census Bureau"
"1333 SUNSET ST.",GRINNELL,IA,50112,41.753304,-92.737813,1,range_interpolation,1333,"Sunset St",Grinnell,IA,"Poweshiek County",50112,US,"TIGER/Line® dataset from the US Census Bureau"
"925 PARK STREET",GRINNELL,IA,50112,41.743579,-92.72262,1,range_interpolation,925,"Park St",Grinnell,IA,"Poweshiek County",50112,US,"TIGER/Line® dataset from the US Census Bureau"
"132 E ST S",GRINNELL,IA,50112,41.731383,-92.71749,1,range_interpolation,132,"East St S",Grinnell,IA,"Poweshiek County",50112,US,"TIGER/Line® dataset from the US Census Bureau"
"1090 JACKSON STREET",BROOKLYN,IA,52211,41.737978,-92.445569,1,range_interpolation,1090,"Jackson St",Brooklyn,IA,"Poweshiek County",52211,US,"TIGER/Line® dataset from the US Census Bureau"
"425 E STREET S",GRINNELL,IA,50112,41.726826,-92.717811,1,range_interpolation,425,"East St S",Grinnell,IA,"Poweshiek County",50112,US,"TIGER/Line® dataset from the US Census Bureau"
"504 N. 4TH STREET",MONTEZUMA,IA,50171,41.589307,-92.523727,1,range_interpolation,504,"N 4th St",Montezuma,IA,"Poweshiek County",50171,US,"TIGER/Line® dataset from the US Census Bureau"
"504 N. 4TH STREET",MONTEZUMA,IA,50171,41.589307,-92.523727,1,range_interpolation,504,"N 4th St",Montezuma,IA,"Poweshiek County",50171,US,"TIGER/Line® dataset from the US Census Bureau"
"504 N. 4TH STREET",MONTEZUMA,IA,50171,41.589307,-92.523727,1,range_interpolation,504,"N 4th St",Montezuma,IA,"Poweshiek County",50171,US,"TIGER/Line® dataset from the US Census Bureau"
"212 MAIN STREET",MALCOM,IA,50157,41.706226,-92.555989,1,range_interpolation,212,"Main St",Malcom,IA,"Poweshiek County",50157,US,"TIGER/Line® dataset from the US Census Bureau"
"304 ADAMS ST",KELLERTON,IA,50133,40.708869,-94.048413,0.9,range_interpolation,304,"S Adams St",Kellerton,IA,"Ringgold County",50133,US,"TIGER/Line® dataset from the US Census Bureau"
"111 STATE ST",BENTON,IA,50835,40.70542,-94.358237,1,range_interpolation,111,"State St",Benton,IA,"Ringgold County",50835,US,"TIGER/Line® dataset from the US Census Bureau"
"109 W MADISON ST","MT. AYR",IA,50854,40.714627,-94.237603,1,range_interpolation,109,"W Madison St","Mount Ayr",IA,"Ringgold County",50854,US,"TIGER/Line® dataset from the US Census Bureau"
"109 W MADISON ST","MT. AYR",IA,50854,40.714627,-94.237603,1,range_interpolation,109,"W Madison St","Mount Ayr",IA,"Ringgold County",50854,US,"TIGER/Line® dataset from the US Census Bureau"
"111 W MAIN ST",TINGLEY,IA,50863,40.852228,-94.194041,0.9,range_interpolation,111,"Main St",Tingley,IA,"Ringgold County",50863,US,"TIGER/Line® dataset from the US Census Bureau"
"MAIN ST",ELLSTON,IA,50074,40.808669,-94.050351,1,street_center,,"Main St",Ellston,IA,"Ringgold County",50074,US,"TIGER/Line® dataset from the US Census Bureau"
"103 BROADWAY ST",DIAGONAL,IA,50845,40.806414,-94.339493,0.9,range_interpolation,103,"Broadway St",Diagonal,IA,"Ringgold County",50845,US,"TIGER/Line® dataset from the US Census Bureau"
"101 PINE ST.",AUBURN,IA,51433,42.251515,-94.877831,0.6,street_center,,"Us Hwy 71",Auburn,IA,"Sac County",51433,US,"TIGER/Line® dataset from the US Census Bureau"
"107 MAIN ST",EARLY,IA,50535,42.304473,-95.051812,0.8,rooftop,107,"Main St","Lake View",IA,"Sac County",51450,US,Sac
"801 JACKSON ST","LAKE VIEW",IA,51450,42.308666,-95.055204,0.6,street_center,,"Jackson St","Lake View",IA,"Sac County",51450,US,"TIGER/Line® dataset from the US Census Bureau"
"118 MAIN ST.",LYTTON,IA,50561,42.47883,-94.718409,0.7,rooftop,118,"W Main St",Jolley,IA,"Calhoun County",50551,US,Calhoun
"107 MAIN ST",EARLY,IA,50535,42.304473,-95.051812,0.8,rooftop,107,"Main St","Lake View",IA,"Sac County",51450,US,Sac
"600 MAPLE ST",ODEBOLT,IA,51458,42.307837,-95.252111,0.9,rooftop,600,"S Maple St",Odebolt,IA,"Sac County",51458,US,Sac
"1015 W MAIN ST.","SAC CITY",IA,50583,42.422175,-94.996689,1,rooftop,1015,"W Main St","Sac City",IA,"Sac County",50583,US,Sac
"107 MAIN ST",EARLY,IA,50535,42.304473,-95.051812,0.8,rooftop,107,"Main St","Lake View",IA,"Sac County",51450,US,Sac
"801 JACKSON ST","LAKE VIEW",IA,51450,42.308666,-95.055204,0.6,street_center,,"Jackson St","Lake View",IA,"Sac County",51450,US,"TIGER/Line® dataset from the US Census Bureau"
"212 S. PARKVIEW DR.",ELDRIDGE,IA,52748,41.690018,-90.541763,1,range_interpolation,212,"S Parkview Dr",Eldridge,IA,"Scott County",52748,US,"TIGER/Line® dataset from the US Census Bureau"
"2021 STATE ST",BETTENDORF,IA,52722,41.525189,-90.504456,1,range_interpolation,2021,"State St",Bettendorf,IA,"Scott County",52722,US,"TIGER/Line® dataset from the US Census Bureau"
"2021 STATE ST",BETTENDORF,IA,52722,41.525189,-90.504456,1,range_interpolation,2021,"State St",Bettendorf,IA,"Scott County",52722,US,"TIGER/Line® dataset from the US Census Bureau"
"2021 STATE ST",BETTENDORF,IA,52722,41.525189,-90.504456,1,range_interpolation,2021,"State St",Bettendorf,IA,"Scott County",52722,US,"TIGER/Line® dataset from the US Census Bureau"
"2021 STATE ST",BETTENDORF,IA,52722,41.525189,-90.504456,1,range_interpolation,2021,"State St",Bettendorf,IA,"Scott County",52722,US,"TIGER/Line® dataset from the US Census Bureau"
"2021 STATE ST",BETTENDORF,IA,52722,41.525189,-90.504456,1,range_interpolation,2021,"State St",Bettendorf,IA,"Scott County",52722,US,"TIGER/Line® dataset from the US Census Bureau"
"2021 STATE ST",BETTENDORF,IA,52722,41.525189,-90.504456,1,range_interpolation,2021,"State St",Bettendorf,IA,"Scott County",52722,US,"TIGER/Line® dataset from the US Census Bureau"
"2021 STATE ST",BETTENDORF,IA,52722,41.525189,-90.504456,1,range_interpolation,2021,"State St",Bettendorf,IA,"Scott County",52722,US,"TIGER/Line® dataset from the US Census Bureau"
"2021 STATE ST",BETTENDORF,IA,52722,41.525189,-90.504456,1,range_interpolation,2021,"State St",Bettendorf,IA,"Scott County",52722,US,"TIGER/Line® dataset from the US Census Bureau"
"2021 STATE ST",BETTENDORF,IA,52722,41.525189,-90.504456,1,range_interpolation,2021,"State St",Bettendorf,IA,"Scott County",52722,US,"TIGER/Line® dataset from the US Census Bureau"
"2021 STATE ST",BETTENDORF,IA,52722,41.525189,-90.504456,1,range_interpolation,2021,"State St",Bettendorf,IA,"Scott County",52722,US,"TIGER/Line® dataset from the US Census Bureau"
"No data","No data",IA,,42.281924,-94.110777,1,place,,,Dayton,IA,"Webster County",50530,US,"TIGER/Line® dataset from the US Census Bureau"
"1000 JEFFERSON ST.",BUFFALO,IA,52728,41.458369,-90.72315,0.6,street_center,,"Jefferson St",Buffalo,IA,"Scott County",52728,US,"TIGER/Line® dataset from the US Census Bureau"
"226 W. SYCAMORE ST.","BLUE GRASS",IA,52726,41.512018,-90.766058,0.6,street_center,,"W Sycamore St","Blue Grass",IA,"Scott County",52726,US,"TIGER/Line® dataset from the US Census Bureau"
"1000 JEFFERSON ST.",BUFFALO,IA,52728,41.458369,-90.72315,0.6,street_center,,"Jefferson St",Buffalo,IA,"Scott County",52728,US,"TIGER/Line® dataset from the US Census Bureau"
"3505 W LOCUST ST",DAVENPORT,IA,52804,41.537998,-90.627153,1,range_interpolation,3505,"W Locust St",Davenport,IA,"Scott County",52804,US,"TIGER/Line® dataset from the US Census Bureau"
"1307 WISCONSIN AVE",DAVENPORT,IA,52804,41.532878,-90.649172,1,range_interpolation,1307,"Wisconsin Ave",Davenport,IA,"Scott County",52804,US,"TIGER/Line® dataset from the US Census Bureau"
"622 S. CONCORD ST.",DAVENPORT,IA,52802,41.512946,-90.62275,1,range_interpolation,622,"S Concord St",Davenport,IA,"Scott County",52802,US,"TIGER/Line® dataset from the US Census Bureau"
"1934 W. 5TH ST.",DAVENPORT,IA,52802,41.524656,-90.605744,1,range_interpolation,1934,"W 5th St",Davenport,IA,"Scott County",52802,US,"TIGER/Line® dataset from the US Census Bureau"
"4515 N. FAIRMOUNT ST.",DAVENPORT,IA,52806,41.566332,-90.629315,1,range_interpolation,4515,"N Fairmount St",Davenport,IA,"Scott County",52806,US,"TIGER/Line® dataset from the US Census Bureau"
"2002 N. CLARK ST.",DAVENPORT,IA,52804,41.539705,-90.622828,1,range_interpolation,2002,"N Clark St",Davenport,IA,"Scott County",52804,US,"TIGER/Line® dataset from the US Census Bureau"
"5506 N. PINE ST.",DAVENPORT,IA,52806,41.577209,-90.610287,1,range_interpolation,5506,"N Pine St",Davenport,IA,"Scott County",52806,US,"TIGER/Line® dataset from the US Census Bureau"
"7307 PACIFIC ST.",DAVENPORT,IA,52806,41.593866,-90.604481,1,range_interpolation,7307,"Pacific St",Davenport,IA,"Scott County",52806,US,"TIGER/Line® dataset from the US Census Bureau"
"1926 W. 4TH ST.",DAVENPORT,IA,52802,41.523557,-90.605621,1,range_interpolation,1926,"W 4th St",Davenport,IA,"Scott County",52802,US,"TIGER/Line® dataset from the US Census Bureau"
"1221 N. MYRTLE ST.",DAVENPORT,IA,52804,41.531904,-90.588797,1,range_interpolation,1221,"N Myrtle St",Davenport,IA,"Scott County",52804,US,"TIGER/Line® dataset from the US Census Bureau"
"1702 N. MAIN ST.",DAVENPORT,IA,52803,41.537135,-90.575698,1,range_interpolation,1702,"N Main St",Davenport,IA,"Scott County",52803,US,"TIGER/Line® dataset from the US Census Bureau"
"1027 N. MARQUETTE ST.",DAVENPORT,IA,52804,41.530121,-90.591375,1,range_interpolation,1027,"N Marquette St",Davenport,IA,"Scott County",52804,US,"TIGER/Line® dataset from the US Census Bureau"
"3040 N. DIVISION ST.",DAVENPORT,IA,52804,41.55237,-90.60094,1,range_interpolation,3040,"N Division St",Davenport,IA,"Scott County",52804,US,"TIGER/Line® dataset from the US Census Bureau"
"3040 N. DIVISION ST.",DAVENPORT,IA,52804,41.55237,-90.60094,1,range_interpolation,3040,"N Division St",Davenport,IA,"Scott County",52804,US,"TIGER/Line® dataset from the US Census Bureau"
"2100 N. RIPLEY ST.",DAVENPORT,IA,52803,41.540812,-90.578514,1,range_interpolation,2100,"N Ripley St",Davenport,IA,"Scott County",52803,US,"TIGER/Line® dataset from the US Census Bureau"
"2100 N. RIPLEY ST.",DAVENPORT,IA,52803,41.540812,-90.578514,1,range_interpolation,2100,"N Ripley St",Davenport,IA,"Scott County",52803,US,"TIGER/Line® dataset from the US Census Bureau"
"1608 E. LOCUST ST.",DAVENPORT,IA,52803,41.538492,-90.552088,1,range_interpolation,1608,"E Locust St",Davenport,IA,"Scott County",52803,US,"TIGER/Line® dataset from the US Census Bureau"
"1702 N. MAIN ST.",DAVENPORT,IA,52803,41.537135,-90.575698,1,range_interpolation,1702,"N Main St",Davenport,IA,"Scott County",52803,US,"TIGER/Line® dataset from the US Census Bureau"
"116 E LOCUST ST.",DAVENPORT,IA,52803,41.538415,-90.573831,1,range_interpolation,116,"E Locust St",Davenport,IA,"Scott County",52803,US,"TIGER/Line® dataset from the US Census Bureau"
"1120 MAIN ST",DAVENPORT,IA,52803,41.530867,-90.575694,0.9,range_interpolation,1120,"N Main St",Davenport,IA,"Scott County",52803,US,"TIGER/Line® dataset from the US Census Bureau"
"1716 KENWOOD AVE.",DAVENPORT,IA,52803,41.536641,-90.536047,1,range_interpolation,1716,"Kenwood Ave",Davenport,IA,"Scott County",52803,US,"TIGER/Line® dataset from the US Census Bureau"
"2827 JERSEY RIDGE RD",DAVENPORT,IA,52803,41.548368,-90.541601,1,range_interpolation,2827,"Jersey Ridge Rd",Davenport,IA,"Scott County",52803,US,"TIGER/Line® dataset from the US Census Bureau"
"1414 E. LOCUST ST.",DAVENPORT,IA,52803,41.538474,-90.555514,1,range_interpolation,1414,"E Locust St",Davenport,IA,"Scott County",52803,US,"TIGER/Line® dataset from the US Census Bureau"
"1120 MAIN ST.",DAVENPORT,IA,52803,41.530867,-90.575694,0.9,range_interpolation,1120,"N Main St",Davenport,IA,"Scott County",52803,US,"TIGER/Line® dataset from the US Census Bureau"
"626 W. 53RD ST.",DAVENPORT,IA,52806,41.574695,-90.581015,1,range_interpolation,626,"W 53rd St",Davenport,IA,"Scott County",52806,US,"TIGER/Line® dataset from the US Census Bureau"
"3029 N. DIVISION ST.",DAVENPORT,IA,52804,41.551129,-90.600665,1,range_interpolation,3029,"N Division St",Davenport,IA,"Scott County",52804,US,"TIGER/Line® dataset from the US Census Bureau"
"902 E. 29TH ST.",DAVENPORT,IA,52803,41.549361,-90.562137,1,range_interpolation,902,"E 29th St",Davenport,IA,"Scott County",52803,US,"TIGER/Line® dataset from the US Census Bureau"
"626 W. 53RD ST.",DAVENPORT,IA,52806,41.574695,-90.581015,1,range_interpolation,626,"W 53rd St",Davenport,IA,"Scott County",52806,US,"TIGER/Line® dataset from the US Census Bureau"
"7307 PACIFIC ST.",DAVENPORT,IA,52806,41.593866,-90.604481,1,range_interpolation,7307,"Pacific St",Davenport,IA,"Scott County",52806,US,"TIGER/Line® dataset from the US Census Bureau"
"5506 N. PINE ST.",DAVENPORT,IA,52806,41.577209,-90.610287,1,range_interpolation,5506,"N Pine St",Davenport,IA,"Scott County",52806,US,"TIGER/Line® dataset from the US Census Bureau"
"1032 W. 53RD ST.",DAVENPORT,IA,52806,41.574669,-90.587836,1,range_interpolation,1032,"W 53rd St",Davenport,IA,"Scott County",52806,US,"TIGER/Line® dataset from the US Census Bureau"
"1032 W. 53RD ST.",DAVENPORT,IA,52806,41.574669,-90.587836,1,range_interpolation,1032,"W 53rd St",Davenport,IA,"Scott County",52806,US,"TIGER/Line® dataset from the US Census Bureau"
"212 S. PARKVIEW DR.",ELDRIDGE,IA,52748,41.690018,-90.541763,1,range_interpolation,212,"S Parkview Dr",Eldridge,IA,"Scott County",52748,US,"TIGER/Line® dataset from the US Census Bureau"
"400 S. 16TH AVE.",ELDRIDGE,IA,52748,41.651283,-90.564929,1,range_interpolation,400,"S 16th Ave",Eldridge,IA,"Scott County",52748,US,"TIGER/Line® dataset from the US Census Bureau"
"400 S. 16TH AVE.",ELDRIDGE,IA,52748,41.651283,-90.564929,1,range_interpolation,400,"S 16th Ave",Eldridge,IA,"Scott County",52748,US,"TIGER/Line® dataset from the US Census Bureau"
"212 S. PARKVIEW DR.",ELDRIDGE,IA,52748,41.690018,-90.541763,1,range_interpolation,212,"S Parkview Dr",Eldridge,IA,"Scott County",52748,US,"TIGER/Line® dataset from the US Census Bureau"
"212 S. PARKVIEW DR.",ELDRIDGE,IA,52748,41.690018,-90.541763,1,range_interpolation,212,"S Parkview Dr",Eldridge,IA,"Scott County",52748,US,"TIGER/Line® dataset from the US Census Bureau"
"316 S. 12TH ST.","LE CLAIRE",IA,52753,41.596602,-90.358298,0.6,street_center,,"S 12th St","Le Claire",IA,"Scott County",52753,US,"TIGER/Line® dataset from the US Census Bureau"
"316 S. 12TH ST.","LE CLAIRE",IA,52753,41.596602,-90.358298,0.6,street_center,,"S 12th St","Le Claire",IA,"Scott County",52753,US,"TIGER/Line® dataset from the US Census Bureau"
"2100 TERRITORIAL RD","LE CLAIRE",IA,52753,41.611994,-90.366441,1,range_interpolation,2100,"Territorial Rd","Le Claire",IA,"Scott County",52753,US,"TIGER/Line® dataset from the US Census Bureau"
"121 S. 5TH ST.",ELDRIDGE,IA,52748,41.6545,-90.588075,1,range_interpolation,121,"S 5th St",Eldridge,IA,"Scott County",52748,US,"TIGER/Line® dataset from the US Census Bureau"
"502 S 5TH ST",ELDRIDGE,IA,52748,41.650415,-90.588378,1,range_interpolation,502,"S 5th St",Eldridge,IA,"Scott County",52748,US,"TIGER/Line® dataset from the US Census Bureau"
"502 S. 5TH ST.",ELDRIDGE,IA,52748,41.650415,-90.588378,1,range_interpolation,502,"S 5th St",Eldridge,IA,"Scott County",52748,US,"TIGER/Line® dataset from the US Census Bureau"
"500 LOST GROVE RD.",PRINCETON,IA,52768,41.677145,-90.345736,1,range_interpolation,500,"Lost Grove Rd",Princeton,IA,"Scott County",52768,US,"TIGER/Line® dataset from the US Census Bureau"
"No data","No data",IA,,42.281924,-94.110777,1,place,,,Dayton,IA,"Webster County",50530,US,"TIGER/Line® dataset from the US Census Bureau"
"2125 DEVILS GLEN RD",BETTENDORF,IA,,41.545496,-90.48358,1,range_interpolation,2125,"Devils Glen Rd",Bettendorf,IA,"Scott County",52722,US,"TIGER/Line® dataset from the US Census Bureau"
"545 E. JAMES ST.",WALCOTT,IA,52773,41.587626,-90.766915,0.9,range_interpolation,545,"E James St",Walcott,IA,"Scott County",52773,US,"TIGER/Line® dataset from the US Census Bureau"
"121 S. 5TH ST.",ELDRIDGE,IA,52748,41.6545,-90.588075,1,range_interpolation,121,"S 5th St",Eldridge,IA,"Scott County",52748,US,"TIGER/Line® dataset from the US Census Bureau"
"4212 MAIN ST","ELK HORN",IA,51531,41.592295,-95.060098,1,rooftop,4212,"Main St","Elk Horn",IA,"Shelby County",51531,US,Shelby
"706 VICTORIA ST",HARLAN,IA,51537,41.65503,-95.319573,1,rooftop,706,"Victoria St",Harlan,IA,"Shelby County",51537,US,Shelby
"706 VICTORIA ST",HARLAN,IA,51537,41.65503,-95.319573,1,rooftop,706,"Victoria St",Harlan,IA,"Shelby County",51537,US,Shelby
"706 VICTORIA ST",HARLAN,IA,51537,41.65503,-95.319573,1,rooftop,706,"Victoria St",Harlan,IA,"Shelby County",51537,US,Shelby
"706 VICTORIA ST",HARLAN,IA,51537,41.65503,-95.319573,1,rooftop,706,"Victoria St",Harlan,IA,"Shelby County",51537,US,Shelby
"1901 HAWKEYE AVE",HARLAN,IA,51537,41.639471,-95.333363,1,range_interpolation,1901,"Hawkeye Ave",Harlan,IA,"Shelby County",51537,US,"TIGER/Line® dataset from the US Census Bureau"
"106 STATE ST",KIRKMAN,IA,51447,41.728622,-95.2644,1,rooftop,106,"State St",Kirkman,IA,"Shelby County",51447,US,Shelby
"500 EAST STREET",SHELBY,IA,51570,41.516246,-95.450148,1,rooftop,500,"East St",Shelby,IA,"Shelby County",51570,US,Shelby
"212 2ND STREET",EARLING,IA,51530,41.775438,-95.417014,1,range_interpolation,212,"2nd St",Earling,IA,"Shelby County",51530,US,"TIGER/Line® dataset from the US Census Bureau"
"605 10TH ST",ALTON,IA,51003,42.988642,-96.014268,1,rooftop,605,"10th St",Alton,IA,"Sioux County",51003,US,Sioux
"112 ALBANY AVE SE","ORANGE CITY",IA,51041,43.005418,-96.056939,1,rooftop,112,"Albany Ave SE","Orange City",IA,"Sioux County",51041,US,Sioux
"714 MAIN ST",BOYDEN,IA,51234,43.189456,-96.005789,1,rooftop,714,"Main St",Boyden,IA,"Sioux County",51234,US,Sioux
"1198 CENTRAL AVE",HAWARDEN,IA,51023,42.998933,-96.485074,1,range_interpolation,1198,"Central Ave",Hawarden,IA,"Sioux County",51023,US,"TIGER/Line® dataset from the US Census Bureau"
"1408 MAIN ST",HULL,IA,51239,43.191737,-96.133899,0.9,range_interpolation,1408,"Main St",Hull,IA,"Sioux County",51239,US,"TIGER/Line® dataset from the US Census Bureau"
"112 ALBANY AVE SE","ORANGE CITY",IA,51041,43.005418,-96.056939,1,rooftop,112,"Albany Ave SE","Orange City",IA,"Sioux County",51041,US,Sioux
"105 ALBANY AVE SE","ORANGE CITY",IA,51041,43.00598,-96.056367,1,rooftop,105,"Albany Ave SE","Orange City",IA,"Sioux County",51041,US,Sioux
"1304 10TH ST.","ROCK VALLEY",IA,51247,43.199783,-96.298101,1,range_interpolation,1304,"10th St","Rock Valley",IA,"Sioux County",51247,US,"TIGER/Line® dataset from the US Census Bureau"
"1198 CENTRAL AVE",HAWARDEN,IA,51023,42.998933,-96.485074,1,range_interpolation,1198,"Central Ave",Hawarden,IA,"Sioux County",51023,US,"TIGER/Line® dataset from the US Census Bureau"
"1304 10TH ST.","ROCK VALLEY",IA,51247,43.199783,-96.298101,1,range_interpolation,1304,"10th St","Rock Valley",IA,"Sioux County",51247,US,"TIGER/Line® dataset from the US Census Bureau"
"1304 10TH ST.","ROCK VALLEY",IA,51247,43.199783,-96.298101,1,range_interpolation,1304,"10th St","Rock Valley",IA,"Sioux County",51247,US,"TIGER/Line® dataset from the US Census Bureau"
"112 ALBANY AVE SE","ORANGE CITY",IA,51041,43.005418,-96.056939,1,rooftop,112,"Albany Ave SE","Orange City",IA,"Sioux County",51041,US,Sioux
"770 7TH ST NE","SIOUX CENTER",IA,51250,43.084512,-96.164207,1,rooftop,770,"7th St NE","Sioux Center",IA,"Sioux County",51250,US,Sioux
"770 7TH ST NE","SIOUX CENTER",IA,51250,43.084512,-96.164207,1,rooftop,770,"7th St NE","Sioux Center",IA,"Sioux County",51250,US,Sioux
"102 S MAIN AVE","SIOUX CENTER",IA,51250,43.077011,-96.175302,1,rooftop,102,"S Main Ave","Sioux Center",IA,"Sioux County",51250,US,Sioux
"105 ALBANY AVE SE","ORANGE CITY",IA,51041,43.00598,-96.056367,1,rooftop,105,"Albany Ave SE","Orange City",IA,"Sioux County",51041,US,Sioux
"3521 JEWEL DR",AMES,IA,50010,41.990175,-93.601436,1,rooftop,3521,"Jewel Dr",Ames,IA,"Story County",50010,US,Polk
"2508 MORTENSEN RD",AMES,IA,50014,42.011721,-93.649341,1,range_interpolation,2508,"Mortensen Rd",Ames,IA,"Story County",50014,US,"TIGER/Line® dataset from the US Census Bureau"
"1805 CENTER DR",AMES,IA,50011,42.018148,-93.63935,0.8,nearest_rooftop_match,1799,"Center St",Ames,IA,"Story County",50011,US,Story
"520 SIXTH STREET",AMES,IA,50010,42.037879,-93.600254,0.33,place,,,Ames,IA,"Story County",50010,US,"TIGER/Line® dataset from the US Census Bureau"
"300 20TH ST",AMES,IA,50010,42.040839,-93.614302,1,rooftop,300,"20th St",Ames,IA,"Story County",50010,US,Polk
"1900 CENTER DR",AMES,IA,50011,42.024034,-93.636451,0.33,place,,,Ames,IA,"Story County",50011,US,"TIGER/Line® dataset from the US Census Bureau"
"1921 AMES HIGH DR",AMES,IA,50010,42.039939,-93.637436,1,rooftop,1921,"Ames High Dr",Ames,IA,"Story County",50010,US,Polk
"1235 20TH ST",AMES,IA,50010,42.042195,-93.626286,1,range_interpolation,1235,"20th St",Ames,IA,"Story County",50010,US,"TIGER/Line® dataset from the US Census Bureau"
"1921 AMES HIGH DR",AMES,IA,50010,42.039939,-93.637436,1,rooftop,1921,"Ames High Dr",Ames,IA,"Story County",50010,US,Polk
"312 GRETTEN ST",GILBERT,IA,50105,42.100994,-93.639732,1,range_interpolation,312,"Gretten St",Gilbert,IA,"Story County",50105,US,"TIGER/Line® dataset from the US Census Bureau"
"3915 MORTENSEN RD",AMES,IA,50014,42.015214,-93.666936,1,rooftop,3915,"Mortensen Rd",Ames,IA,"Story County",50014,US,Polk
"3915 MORTENSEN RD",AMES,IA,50014,42.015214,-93.666936,1,rooftop,3915,"Mortensen Rd",Ames,IA,"Story County",50014,US,Polk
"3915 MORTENSEN RD",AMES,IA,50014,42.015214,-93.666936,1,rooftop,3915,"Mortensen Rd",Ames,IA,"Story County",50014,US,Polk
